作品ID,作品名,作品名読み,ソート用読み,副題,副題読み,原題,初出,分類番号,文字遣い種別,作品著作権フラグ,公開日,最終更新日,図書カードURL,人物ID,姓,名,姓読み,名読み,姓読みソート用,名読みソート用,姓ローマ字,名ローマ字,役割フラグ,生年月日,没年月日,人物著作権フラグ,底本名1,底本出版社名1,底本初版発行年1,入力に使用した版1,校正に使用した版1,底本の親本名1,底本の親本出版社名1,底本の親本初版発行年1,底本名2,底本出版社名2,底本初版発行年2,入力に使用した版2,校正に使用した版2,底本の親本名2,底本の親本出版社名2,底本の親本初版発行年2,入力者,校正者,テキストファイルURL,テキストファイル最終更新日,テキストファイル符号化方式,テキストファイル文字集合,テキストファイル修正回数,XHTML/HTMLファイルURL,XHTML/HTMLファイル最終更新日,XHTML/HTMLファイル符号化方式,XHTML/HTMLファイル文字集合,XHTML/HTMLファイル修正回数
000029,カルメン,カルメン,かるめん,,,,「文藝春秋」1926（大正15）年7月,NDC 913,新字新仮名,なし,1/27/1999,9/17/2014,https://www.aozora.gr.jp/cards/000879/card29.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,芥川龍之介全集6,ちくま文庫、筑摩書房,1987（昭和62）年3月24日,1993（平成5）年2月25日第6刷,1997（平成9）年4月15日第8刷,筑摩全集類聚版芥川龍之介全集,筑摩書房,1971（昭和46）年3月～1971（昭和46）年11月,,,,,,,,,j.utiyama,田尻幹二,https://www.aozora.gr.jp/cards/000879/files/29_ruby_1382.zip,3/15/2004,ShiftJIS,JIS X 0208,3,https://www.aozora.gr.jp/cards/000879/files/29_15178.html,3/15/2004,ShiftJIS,JIS X 0208,0
000070,彼,かれ,かれ,,,,「女性」1927（昭和2）年1月,NDC 913,新字新仮名,なし,3/1/1999,9/17/2014,https://www.aozora.gr.jp/cards/000879/card70.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,芥川龍之介全集6,ちくま文庫、筑摩書房,1987（昭和62）年3月24日,1993（平成5）年2月25日第6刷,,筑摩全集類聚版芥川龍之介全集,筑摩書房,1971（昭和46）年3月～1971（昭和46）年11月,,,,,,,,,j.utiyama,もりみつじゅんじ,https://www.aozora.gr.jp/cards/000879/files/70_ruby_1565.zip,3/15/2004,ShiftJIS,JIS X 0208,2,https://www.aozora.gr.jp/cards/000879/files/70_15179.html,3/15/2004,ShiftJIS,JIS X 0208,0
000071,彼　第二,かれ　だいに,かれたいに,,,,「新潮」1927（昭和2）年1月,NDC 913,新字新仮名,なし,3/1/1999,9/17/2014,https://www.aozora.gr.jp/cards/000879/card71.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,芥川龍之介全集6,ちくま文庫、筑摩書房,1987（昭和62）年3月24日,1993（平成5）年2月25日第6刷,,筑摩全集類聚版芥川龍之介全集,筑摩書房,1971（昭和46）年3月～1971（昭和46）年11月,,,,,,,,,j.utiyama,もりみつじゅんじ,https://www.aozora.gr.jp/cards/000879/files/71_ruby_1569.zip,3/15/2004,ShiftJIS,JIS X 0208,3,https://www.aozora.gr.jp/cards/000879/files/71_15180.html,3/15/2004,ShiftJIS,JIS X 0208,0
000072,枯野抄,かれのしょう,かれのしよう,,,,「新小説」1918（大正7）年10月,NDC 913,新字旧仮名,なし,6/4/1998,9/17/2014,https://www.aozora.gr.jp/cards/000879/card72.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,現代日本文學大系　43　芥川龍之介集,筑摩書房,1968（昭和43）年8月25日,1968（昭和43）年8月25日初版第1刷,,,,,,,,,,,,,j.utiyama,かとうかおり,https://www.aozora.gr.jp/cards/000879/files/72_ruby_362.zip,2/26/2004,ShiftJIS,JIS X 0208,2,https://www.aozora.gr.jp/cards/000879/files/72_14932.html,2/26/2004,ShiftJIS,JIS X 0208,0
043367,彼の長所十八,かれのちょうしょじゅうはち,かれのちようしよしゆうはち,――南部修太郎氏の印象――,――なんぶしゅうたろうしのいんしょう――,,,NDC 914,新字新仮名,なし,3/7/2007,9/21/2014,https://www.aozora.gr.jp/cards/000879/card43367.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,大川の水・追憶・本所両国　現代日本のエッセイ,講談社文芸文庫、講談社,1995（平成7）年1月10日,1995（平成7）年1月10日第1刷,1995（平成7）年1月10日第1刷,芥川龍之介全集第1～9、12巻,岩波書店,1977（昭和52）年7、9～12月、1978（昭和53）年1～4、7月,,,,,,,,,向井樹里,砂場清隆,https://www.aozora.gr.jp/cards/000879/files/43367_ruby_25732.zip,2/12/2007,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000879/files/43367_26101.html,2/12/2007,ShiftJIS,JIS X 0208,0
003809,寒山拾得,かんざんじっとく,かんさんしつとく,,,,,NDC 914,新字旧仮名,なし,5/24/2007,9/21/2014,https://www.aozora.gr.jp/cards/000879/card3809.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,筑摩全集類聚　芥川龍之介全集第四巻,筑摩書房,1971（昭和46）年6月5日,1979（昭和54）年4月10日初版第11刷,1977（昭和52）年9月30日初版第10刷 ,,,,,,,,,,,,土屋隆,浅原庸子,https://www.aozora.gr.jp/cards/000879/files/3809_ruby_26529.zip,4/13/2007,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000879/files/3809_26610.html,4/13/2007,ShiftJIS,JIS X 0208,0
003747,鑑定,かんてい,かんてい,,,,,NDC 914,新字旧仮名,なし,7/16/2007,9/21/2014,https://www.aozora.gr.jp/cards/000879/card3747.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,筑摩全集類聚　芥川龍之介全集第四巻,筑摩書房,1971（昭和46）年6月5日,1979（昭和54）年4月10日初版第11刷,,,,,,,,,,,,,土屋隆,松永正敏,https://www.aozora.gr.jp/cards/000879/files/3747_ruby_27206.zip,6/27/2007,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000879/files/3747_27294.html,6/27/2007,ShiftJIS,JIS X 0208,0
000077,奇怪な再会,きかいなさいかい,きかいなさいかい,,,,「大阪毎日新聞夕刊」1921（大正10）年1、2月,NDC 913,新字新仮名,なし,12/19/1998,9/17/2014,https://www.aozora.gr.jp/cards/000879/card77.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,芥川龍之介全集4,ちくま文庫、筑摩書房,1987（昭和62）年1月27日,1993（平成5）年12月25日第6刷,1996（平成8）年7月15日第8刷,筑摩全集類聚版芥川龍之介全集,筑摩書房,1971（昭和46）年3月～1971（昭和46）年11月,,,,,,,,,j.utiyama,かとうかおり,https://www.aozora.gr.jp/cards/000879/files/77_ruby_944.zip,3/15/2004,ShiftJIS,JIS X 0208,3,https://www.aozora.gr.jp/cards/000879/files/77_15181.html,3/15/2004,ShiftJIS,JIS X 0208,0
002366,機関車を見ながら,きかんしゃをみながら,きかんしやをみなから,,,,「サンデー毎日」1927（昭和2）年9月,NDC 914,新字旧仮名,なし,1/27/1999,9/17/2014,https://www.aozora.gr.jp/cards/000879/card2366.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,芥川龍之介作品集　第四巻,昭和出版社,1965（昭和40）年12月20日,,,,,,,,,,,,,,j.utiyama,かとうかおり,https://www.aozora.gr.jp/cards/000879/files/2366_ruby_1394.zip,10/20/2003,ShiftJIS,JIS X 0208,2,https://www.aozora.gr.jp/cards/000879/files/2366_13454.html,10/20/2003,ShiftJIS,JIS X 0208,0
000076,奇遇,きぐう,きくう,,,,「中央公論」1921（大正10）年4月,NDC 913,新字新仮名,なし,12/19/1998,9/17/2014,https://www.aozora.gr.jp/cards/000879/card76.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,芥川龍之介全集4,ちくま文庫、筑摩書房,1987（昭和62）年1月27日,1993（平成5）年12月25日第6刷,1996（平成8）年7月15日第8刷,筑摩全集類聚版芥川龍之介全集,筑摩書房,1971（昭和46）年3月～1971（昭和46）年11月,,,,,,,,,j.utiyama,かとうかおり,https://www.aozora.gr.jp/cards/000879/files/76_ruby_940.zip,3/15/2004,ShiftJIS,JIS X 0208,2,https://www.aozora.gr.jp/cards/000879/files/76_15182.html,3/15/2004,ShiftJIS,JIS X 0208,0
043368,「菊池寛全集」の序,「きくちかんぜんしゅう」のじょ,きくちかんせんしゆうのしよ,,,,,NDC 914,新字新仮名,なし,3/11/2005,9/18/2014,https://www.aozora.gr.jp/cards/000879/card43368.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,大川の水・追憶・本所両国　現代日本のエッセイ,講談社文芸文庫、講談社,1995（平成7）年1月10日,1995（平成7）年1月10日第1刷,1995（平成7）年1月10日第1刷,芥川龍之介全集第1～9、12巻,岩波書店,1977（昭和52）年7、9～12月、1978（昭和53）年1～4、7月,,,,,,,,,向井樹里,門田裕志,https://www.aozora.gr.jp/cards/000879/files/43368_ruby_17691.zip,2/20/2005,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000879/files/43368_17878.html,2/20/2005,ShiftJIS,JIS X 0208,0
000080,煙管,きせる,きせる,,,,「新小説」1916（大正5）年11月,NDC 913,新字新仮名,なし,11/11/1998,9/17/2014,https://www.aozora.gr.jp/cards/000879/card80.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,芥川龍之介全集1,ちくま文庫、筑摩書房,1986（昭和61）年9月24日,1995（平成7）年10月5日第13刷,,筑摩全集類聚版芥川龍之介全集,筑摩書房,1971（昭和46）年3月～1971（昭和46）年11月,,,,,,,,,j.utiyama,もりみつじゅんじ,https://www.aozora.gr.jp/cards/000879/files/80_ruby_753.zip,3/15/2004,ShiftJIS,JIS X 0208,2,https://www.aozora.gr.jp/cards/000879/files/80_15183.html,3/15/2004,ShiftJIS,JIS X 0208,0
000081,木曽義仲論,きそのよしなかろん,きそのよしなかろん,,,,,NDC 914,新字旧仮名,なし,1/30/1999,9/17/2014,https://www.aozora.gr.jp/cards/000879/card81.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,現代日本文學大系　43　芥川龍之介集,筑摩書房,1968（昭和43）年8月25日,1968（昭和43）年8月25日初版第1刷,,,,,,,,,,,,,j.utiyama,かとうかおり,https://www.aozora.gr.jp/cards/000879/files/81_txt_1409.zip,2/26/2004,ShiftJIS,JIS X 0208,2,https://www.aozora.gr.jp/cards/000879/files/81_14934.html,2/26/2004,ShiftJIS,JIS X 0208,0
001137,着物,きもの,きもの,,,,「点心」1922（大正11）年5月,NDC 914,新字旧仮名,なし,10/6/2002,9/17/2014,https://www.aozora.gr.jp/cards/000879/card1137.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,芥川龍之介全集　第九巻,岩波書店,1996（平成8）年7月8日発行,1996（平成8）年7月8日発行,,,,,,,,,,,,,もりみつじゅんじ,松永正敏,https://www.aozora.gr.jp/cards/000879/files/1137_ruby_5484.zip,9/20/2002,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/000879/files/1137_6765.html,9/20/2002,ShiftJIS,JIS X 0208,0
002327,凶,きょう,きよう,,,,,NDC 914,新字旧仮名,なし,2/15/1999,9/17/2014,https://www.aozora.gr.jp/cards/000879/card2327.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,芥川龍之介全集　第四巻,筑摩書房,1971（昭和46）年6月5日,1971（昭和46）年10月5日初版第5刷,1971（昭和46）年10月5日初版第5刷,,,,,,,,,,,,j.utiyama,j.utiyama,https://www.aozora.gr.jp/cards/000879/files/2327_ruby_1526.zip,10/20/2003,ShiftJIS,JIS X 0208,3,https://www.aozora.gr.jp/cards/000879/files/2327_13464.html,10/20/2003,ShiftJIS,JIS X 0208,0
000093,「鏡花全集」目録開口,「きょうかぜんしゅう」もくろくかいこう,きようかせんしゆうもくろくかいこう,,,,「新小説」1925（大正14）年5月,NDC 914,新字旧仮名,なし,5/26/1999,9/17/2014,https://www.aozora.gr.jp/cards/000879/card93.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,筑摩全集類聚版芥川龍之介全集第五巻,筑摩書房,1971（昭和46）年7月5日,,,,,,,,,,,,,,山田豊,菅野朋子,https://www.aozora.gr.jp/cards/000879/files/93_ruby_2011.zip,2/27/2004,ShiftJIS,JIS X 0208,2,https://www.aozora.gr.jp/cards/000879/files/93_14953.html,2/27/2004,ShiftJIS,JIS X 0208,0
003815,教訓談,きょうくんだん,きようくんたん,,,,,NDC 914,新字旧仮名,なし,7/16/2007,9/21/2014,https://www.aozora.gr.jp/cards/000879/card3815.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,筑摩全集類聚　芥川龍之介全集第四巻,筑摩書房,1971（昭和46）年6月5日,1979（昭和54）年4月10日初版第11刷,,,,,,,,,,,,,土屋隆,松永正敏,https://www.aozora.gr.jp/cards/000879/files/3815_ruby_27207.zip,6/27/2007,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000879/files/3815_27295.html,6/27/2007,ShiftJIS,JIS X 0208,0
003803,京都日記,きょうとにっき,きようとにつき,,,,,NDC 914,新字旧仮名,なし,7/16/2007,9/21/2014,https://www.aozora.gr.jp/cards/000879/card3803.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,筑摩全集類聚　芥川龍之介全集第四巻,筑摩書房,1971（昭和46）年6月5日,1979（昭和54）年4月10日初版第11刷,,,,,,,,,,,,,土屋隆,松永正敏,https://www.aozora.gr.jp/cards/000879/files/3803_ruby_27208.zip,6/27/2007,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000879/files/3803_27296.html,6/27/2007,ShiftJIS,JIS X 0208,0
000079,きりしとほろ上人伝,きりしとほろしょうにんでん,きりしとほろしようにんてん,,,,「新小説」1919（大正8）年3、5月,NDC 913,新字旧仮名,なし,6/22/1998,9/17/2014,https://www.aozora.gr.jp/cards/000879/card79.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,現代日本文學大系　43　芥川龍之介集,筑摩書房,1968（昭和43）年8月25日,1968（昭和43）年8月25日初版第1刷,,,,,,,,,,,,,j.utiyama,かとうかおり,https://www.aozora.gr.jp/cards/000879/files/79_ruby_381.zip,2/27/2004,ShiftJIS,JIS X 0208,2,https://www.aozora.gr.jp/cards/000879/files/79_14954.html,2/27/2004,ShiftJIS,JIS X 0208,0
000039,疑惑,ぎわく,きわく,,,,「中央公論」1919（大正8）年7月,NDC 913,新字新仮名,なし,12/8/1998,9/17/2014,https://www.aozora.gr.jp/cards/000879/card39.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,芥川龍之介全集3,ちくま文庫、筑摩書房,1986（昭和61）年12月1日,1996（平成8）年4月1日第8刷,1997（平成9）年4月15日第9刷,筑摩全集類聚版芥川龍之介全集,筑摩書房,1971（昭和46）年3月～1971（昭和46）年11月,,,,,,,,,j.utiyama,かとうかおり,https://www.aozora.gr.jp/cards/000879/files/39_ruby_881.zip,3/15/2004,ShiftJIS,JIS X 0208,4,https://www.aozora.gr.jp/cards/000879/files/39_15184.html,3/15/2004,ShiftJIS,JIS X 0208,0
000078,金将軍,きんしょうぐん,きんしようくん,,,,「新小説」1924（大正13）年2月,NDC 913,新字新仮名,なし,1/8/1999,9/17/2014,https://www.aozora.gr.jp/cards/000879/card78.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,芥川龍之介全集5,ちくま文庫、筑摩書房,1987（昭和62）年2月24日,1995（平成7）年4月10日第6刷,1996（平成8）年7月15日第7刷,筑摩全集類聚版芥川龍之介全集,筑摩書房,1971（昭和46）年3月～1971（昭和46）年11月,,,,,,,,,j.utiyama,かとうかおり,https://www.aozora.gr.jp/cards/000879/files/78_ruby_1138.zip,3/15/2004,ShiftJIS,JIS X 0208,2,https://www.aozora.gr.jp/cards/000879/files/78_15185.html,3/15/2004,ShiftJIS,JIS X 0208,0
002328,鵠沼雑記,くげぬまざっき,くけぬまさつき,,,,,NDC 914,新字旧仮名,なし,2/15/1999,9/17/2014,https://www.aozora.gr.jp/cards/000879/card2328.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,芥川龍之介全集　第四巻,筑摩書房,1971（昭和46）年6月5日,1971（昭和46）年10月5日初版第5刷,1971（昭和46）年10月5日初版第5刷,,,,,,,,,,,,j.utiyama,j.utiyama,https://www.aozora.gr.jp/cards/000879/files/2328_ruby_1529.zip,10/20/2003,ShiftJIS,JIS X 0208,3,https://www.aozora.gr.jp/cards/000879/files/2328_13465.html,10/20/2003,ShiftJIS,JIS X 0208,0
003784,孔雀,くじゃく,くしやく,,,,,NDC 917,新字旧仮名,なし,7/16/2007,9/21/2014,https://www.aozora.gr.jp/cards/000879/card3784.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,筑摩全集類聚　芥川龍之介全集第四巻,筑摩書房,1971（昭和46）年6月5日,1979（昭和54）年4月10日初版第11刷,,,,,,,,,,,,,土屋隆,松永正敏,https://www.aozora.gr.jp/cards/000879/files/3784_ruby_27209.zip,6/27/2007,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000879/files/3784_27297.html,6/27/2007,ShiftJIS,JIS X 0208,0
000091,首が落ちた話,くびがおちたはなし,くひかおちたはなし,,,,「新潮」1918（大正7）年1月,NDC 913,新字新仮名,なし,12/23/1998,9/17/2014,https://www.aozora.gr.jp/cards/000879/card91.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,芥川龍之介全集2,ちくま文庫、筑摩書房,1986（昭和61）年10月28日,1996（平成8）7月15日第11刷,1996（平成8）7月15日第11刷,筑摩全集類聚版芥川龍之介全集,筑摩書房,1971（昭和46）年3月～1971（昭和46）年11月,,,,,,,,,j.utiyama,かとうかおり,https://www.aozora.gr.jp/cards/000879/files/91_ruby_975.zip,3/15/2004,ShiftJIS,JIS X 0208,3,https://www.aozora.gr.jp/cards/000879/files/91_15186.html,3/15/2004,ShiftJIS,JIS X 0208,0
043369,久保田万太郎氏,くぼたまんたろうし,くほたまんたろうし,,,,,NDC 914,新字新仮名,なし,3/7/2007,9/21/2014,https://www.aozora.gr.jp/cards/000879/card43369.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,大川の水・追憶・本所両国　現代日本のエッセイ,講談社文芸文庫、講談社,1995（平成7）年1月10日,1995（平成7）年1月10日第1刷,1995（平成7）年1月10日第1刷,芥川龍之介全集第1～9、12巻,岩波書店,1977（昭和52）年7、9～12月、1978（昭和53）年1～4、7月,,,,,,,,,向井樹里,砂場清隆,https://www.aozora.gr.jp/cards/000879/files/43369_ruby_25735.zip,2/12/2007,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000879/files/43369_26102.html,2/12/2007,ShiftJIS,JIS X 0208,0
043370,久米正雄,くめまさお,くめまさお,――傚久米正雄文体――,――ならうくめまさおぶんたい――,,,NDC 914,新字新仮名,なし,3/7/2007,9/21/2014,https://www.aozora.gr.jp/cards/000879/card43370.html,000879,芥川,竜之介,あくたがわ,りゅうのすけ,あくたかわ,りゆうのすけ,Akutagawa,Ryunosuke,著者,1892-03-01,7/24/1927,なし,大川の水・追憶・本所両国　現代日本のエッセイ,講談社文芸文庫、講談社,1995（平成7）年1月10日,1995（平成7）年1月10日第1刷,1995（平成7）年1月10日第1刷,芥川龍之介全集第1～9、12巻,岩波書店,1977（昭和52）年7、9～12月、1978（昭和53）年1～4、7月,,,,,,,,,向井樹里,砂場清隆,https://www.aozora.gr.jp/cards/000879/files/43370_ruby_25736.zip,2/12/2007,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000879/files/43370_26103.html,2/12/2007,ShiftJIS,JIS X 0208,0
